"","session","alpha","beta","betart","lapse","intercept","sigma","ndt","participant_id","sessions","trials","alpha_obs_power","beta_obs_power","n","rts","resp","X","iter","real_effectsize_alpha","real_effectsize_beta","subjects","parameter","observed_effectsize_alpha","observed_effectsize_beta"
"1","session1",-9.4208314770688,20.0030895197544,1.77450779965107,0.000508739270130904,0.590768276483155,0.567206333716136,0.36738111617021,1,1,150,-0.340867674506228,-0.0799002438490215,1,3.48159266990321,1,-7.8925802841,5287,1,0,8,"both",-0.340867674506228,-0.0799002438490215
"2","session1",-9.4208314770688,20.0030895197544,1.77450779965107,0.000508739270130904,0.590768276483155,0.567206333716136,0.36738111617021,1,1,150,-0.340867674506228,-0.0799002438490215,1,1.19381822010682,1,-12.23946724566,5287,1,0,8,"both",-0.340867674506228,-0.0799002438490215
"3","session1",-9.4208314770688,20.0030895197544,1.77450779965107,0.000508739270130904,0.590768276483155,0.567206333716136,0.36738111617021,1,1,150,-0.340867674506228,-0.0799002438490215,1,7.08404424413615,0,-16.66051449171,5287,1,0,8,"both",-0.340867674506228,-0.0799002438490215
"4","session1",-9.4208314770688,20.0030895197544,1.77450779965107,0.000508739270130904,0.590768276483155,0.567206333716136,0.36738111617021,1,1,150,-0.340867674506228,-0.0799002438490215,1,3.45786907245046,0,-12.839099699,5287,1,0,8,"both",-0.340867674506228,-0.0799002438490215
"5","session1",-9.4208314770688,20.0030895197544,1.77450779965107,0.000508739270130904,0.590768276483155,0.567206333716136,0.36738111617021,1,1,150,-0.340867674506228,-0.0799002438490215,1,5.90473869029731,0,-19.78648,5287,1,0,8,"both",-0.340867674506228,-0.0799002438490215
"6","session1",-9.4208314770688,20.0030895197544,1.77450779965107,0.000508739270130904,0.590768276483155,0.567206333716136,0.36738111617021,1,1,150,-0.340867674506228,-0.0799002438490215,1,7.21780105212571,1,-16.96605,5287,1,0,8,"both",-0.340867674506228,-0.0799002438490215
"7","session1",-9.4208314770688,20.0030895197544,1.77450779965107,0.000508739270130904,0.590768276483155,0.567206333716136,0.36738111617021,1,1,150,-0.340867674506228,-0.0799002438490215,1,0.941130676043228,0,-7.035328586,5287,1,0,8,"both",-0.340867674506228,-0.0799002438490215
"8","session1",-9.4208314770688,20.0030895197544,1.77450779965107,0.000508739270130904,0.590768276483155,0.567206333716136,0.36738111617021,1,1,150,-0.340867674506228,-0.0799002438490215,1,2.1689285027742,0,-0.2522504549,5287,1,0,8,"both",-0.340867674506228,-0.0799002438490215
"9","session1",-9.4208314770688,20.0030895197544,1.77450779965107,0.000508739270130904,0.590768276483155,0.567206333716136,0.36738111617021,1,1,150,-0.340867674506228,-0.0799002438490215,1,2.20038331435183,1,2.78572759523,5287,1,0,8,"both",-0.340867674506228,-0.0799002438490215
"10","session1",-9.4208314770688,20.0030895197544,1.77450779965107,0.000508739270130904,0.590768276483155,0.567206333716136,0.36738111617021,1,1,150,-0.340867674506228,-0.0799002438490215,1,2.08309395448222,1,-0.6107581518,5287,1,0,8,"both",-0.340867674506228,-0.0799002438490215
