"","session","alpha","beta","betart","lapse","intercept","sigma","ndt","participant_id","sessions","trials","alpha_obs_power","beta_obs_power","n","rts","resp","X","iter","real_effectsize_alpha","real_effectsize_beta","subjects","parameter","observed_effectsize_alpha","observed_effectsize_beta"
"1","session1",8.91930779084981,11.3812526001621,2.25370876761648,0.0388237221206667,-0.292187813634409,0.613871349455867,0.694837090463231,1,1,50,0.272665696207904,-0.559871860289617,1,1.33646966213053,0,10.01574575207,2115,0.6,0,20,"both",0.272665696207904,-0.559871860289617
"2","session1",8.91930779084981,11.3812526001621,2.25370876761648,0.0388237221206667,-0.292187813634409,0.613871349455867,0.694837090463231,1,1,50,0.272665696207904,-0.559871860289617,1,1.03634879035422,0,13.04927382959,2115,0.6,0,20,"both",0.272665696207904,-0.559871860289617
"3","session1",8.91930779084981,11.3812526001621,2.25370876761648,0.0388237221206667,-0.292187813634409,0.613871349455867,0.694837090463231,1,1,50,0.272665696207904,-0.559871860289617,1,2.69286220302623,1,18.5045852865,2115,0.6,0,20,"both",0.272665696207904,-0.559871860289617
"4","session1",8.91930779084981,11.3812526001621,2.25370876761648,0.0388237221206667,-0.292187813634409,0.613871349455867,0.694837090463231,1,1,50,0.272665696207904,-0.559871860289617,1,4.41714870538616,0,9.6722658777,2115,0.6,0,20,"both",0.272665696207904,-0.559871860289617
"5","session1",8.91930779084981,11.3812526001621,2.25370876761648,0.0388237221206667,-0.292187813634409,0.613871349455867,0.694837090463231,1,1,50,0.272665696207904,-0.559871860289617,1,4.87443473222067,0,-30.0788,2115,0.6,0,20,"both",0.272665696207904,-0.559871860289617
"6","session1",8.91930779084981,11.3812526001621,2.25370876761648,0.0388237221206667,-0.292187813634409,0.613871349455867,0.694837090463231,1,1,50,0.272665696207904,-0.559871860289617,1,2.18988975106767,1,5.37427,2115,0.6,0,20,"both",0.272665696207904,-0.559871860289617
"7","session1",8.91930779084981,11.3812526001621,2.25370876761648,0.0388237221206667,-0.292187813634409,0.613871349455867,0.694837090463231,1,1,50,0.272665696207904,-0.559871860289617,1,2.6811368894881,1,0.82358,2115,0.6,0,20,"both",0.272665696207904,-0.559871860289617
"8","session1",8.91930779084981,11.3812526001621,2.25370876761648,0.0388237221206667,-0.292187813634409,0.613871349455867,0.694837090463231,1,1,50,0.272665696207904,-0.559871860289617,1,1.64394913127983,1,3.09202051934,2115,0.6,0,20,"both",0.272665696207904,-0.559871860289617
"9","session1",8.91930779084981,11.3812526001621,2.25370876761648,0.0388237221206667,-0.292187813634409,0.613871349455867,0.694837090463231,1,1,50,0.272665696207904,-0.559871860289617,1,3.02071182257544,0,0.4690195973,2115,0.6,0,20,"both",0.272665696207904,-0.559871860289617
"10","session1",8.91930779084981,11.3812526001621,2.25370876761648,0.0388237221206667,-0.292187813634409,0.613871349455867,0.694837090463231,1,1,50,0.272665696207904,-0.559871860289617,1,5.88893067871305,0,4.2095285948,2115,0.6,0,20,"both",0.272665696207904,-0.559871860289617
