"","X","prob","resp","rts","trials","real_lambda_con","real_alpha_con","real_beta_con","real_inter_con","real_betarts_con","real_sigma_con","real_shift_con","real_lambda_uncon","real_alpha_uncon","real_beta_uncon","real_inter_uncon","real_betarts_uncon","real_sigma_uncon","real_shift_uncon","id","subs","sessions","model","trials.1"
"1",7.8103731329,0.610633728327959,1,1.49200285466366,160,0.0163432044022982,0.706630298494245,24.433926273486,-1.35565672285402,6.25871792844422,0.364949957988567,0.405490049863389,-3.38756337712455,0.706630298494245,3.19597258760341,-1.35565672285402,1.83397536037395,-1.00799503620009,-0.902658943672517,-342.346452477786,1,1,"normal",1
"2",-7.521484707,0.372462443487894,1,1.62404699205307,160,0.0163432044022982,0.706630298494245,24.433926273486,-1.35565672285402,6.25871792844422,0.364949957988567,0.405490049863389,-3.38756337712455,0.706630298494245,3.19597258760341,-1.35565672285402,1.83397536037395,-1.00799503620009,-0.902658943672517,-342.346452477786,1,1,"normal",2
"3",-13.9325571621,0.281911297733601,0,2.27846714653019,160,0.0163432044022982,0.706630298494245,24.433926273486,-1.35565672285402,6.25871792844422,0.364949957988567,0.405490049863389,-3.38756337712455,0.706630298494245,3.19597258760341,-1.35565672285402,1.83397536037395,-1.00799503620009,-0.902658943672517,-342.346452477786,1,1,"normal",3
"4",-6.7492269644,0.384046549552724,0,1.27796159185633,160,0.0163432044022982,0.706630298494245,24.433926273486,-1.35565672285402,6.25871792844422,0.364949957988567,0.405490049863389,-3.38756337712455,0.706630298494245,3.19597258760341,-1.35565672285402,1.83397536037395,-1.00799503620009,-0.902658943672517,-342.346452477786,1,1,"normal",4
"5",8.3309,0.618489624422815,1,1.7523103264294,160,0.0163432044022982,0.706630298494245,24.433926273486,-1.35565672285402,6.25871792844422,0.364949957988567,0.405490049863389,-3.38756337712455,0.706630298494245,3.19597258760341,-1.35565672285402,1.83397536037395,-1.00799503620009,-0.902658943672517,-342.346452477786,1,1,"normal",5
"6",-4.56583941215,0.417369897989345,0,2.20558485994737,160,0.0163432044022982,0.706630298494245,24.433926273486,-1.35565672285402,6.25871792844422,0.364949957988567,0.405490049863389,-3.38756337712455,0.706630298494245,3.19597258760341,-1.35565672285402,1.83397536037395,-1.00799503620009,-0.902658943672517,-342.346452477786,1,1,"normal",6
"7",39.309679,0.928456651969194,1,0.838398954985535,160,0.0163432044022982,0.706630298494245,24.433926273486,-1.35565672285402,6.25871792844422,0.364949957988567,0.405490049863389,-3.38756337712455,0.706630298494245,3.19597258760341,-1.35565672285402,1.83397536037395,-1.00799503620009,-0.902658943672517,-342.346452477786,1,1,"normal",7
"8",-1.285017142,0.468579300188251,1,1.43071326302336,160,0.0163432044022982,0.706630298494245,24.433926273486,-1.35565672285402,6.25871792844422,0.364949957988567,0.405490049863389,-3.38756337712455,0.706630298494245,3.19597258760341,-1.35565672285402,1.83397536037395,-1.00799503620009,-0.902658943672517,-342.346452477786,1,1,"normal",8
"9",-1.43849,0.466164067960656,0,1.41147179830077,160,0.0163432044022982,0.706630298494245,24.433926273486,-1.35565672285402,6.25871792844422,0.364949957988567,0.405490049863389,-3.38756337712455,0.706630298494245,3.19597258760341,-1.35565672285402,1.83397536037395,-1.00799503620009,-0.902658943672517,-342.346452477786,1,1,"normal",9
"10",21.50094,0.792735333705701,1,1.36878361674483,160,0.0163432044022982,0.706630298494245,24.433926273486,-1.35565672285402,6.25871792844422,0.364949957988567,0.405490049863389,-3.38756337712455,0.706630298494245,3.19597258760341,-1.35565672285402,1.83397536037395,-1.00799503620009,-0.902658943672517,-342.346452477786,1,1,"normal",10
"11",13.4598,0.692636385815478,0,0.882991767166883,160,0.0163432044022982,0.706630298494245,24.433926273486,-1.35565672285402,6.25871792844422,0.364949957988567,0.405490049863389,-3.38756337712455,0.706630298494245,3.19597258760341,-1.35565672285402,1.83397536037395,-1.00799503620009,-0.902658943672517,-342.346452477786,1,1,"normal",11
