"","participant_id","sessions","lapse","alpha","beta","id","trials","alpha_obs_power","beta_obs_power","resp","X","Estimatedthreshold","Estimatedslope","q5_threshold","q95_threshold","q5_slope","q95_slope","iter","real_effectsize_alpha","real_effectsize_beta","subjects","observed_effectsize_alpha","observed_effectsize_beta"
"1",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,0,-0.5,5.55111512312578e-17,12.55,47.5,-48.5,24.3,0.7,92,0,0,40,0.000519686913389568,-0.281714910517422
"2",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,1,22.5,22.8055504964299,12.5494569982189,48.5,-17.5,24.3,0.7,92,0,0,40,0.000519686913389568,-0.281714910517422
"3",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,1,10.5,10.0018822962064,12.8849019252529,40.5,-26.5,24.4,0.7,92,0,0,40,0.000519686913389568,-0.281714910517422
"4",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,0,-1.5,0.99838414946872,13.0447438122841,25.5,-34.5,24.4,0.7,92,0,0,40,0.000519686913389568,-0.281714910517422
"5",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,1,6.5,6.88885148060706,11.5415580336355,28.5,-14.5,24.2,0.5,92,0,0,40,0.000519686913389568,-0.281714910517422
"6",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,1,2.5,2.35666753863842,11.0930110898098,18.5,-18.5,24.2,0.4,92,0,0,40,0.000519686913389568,-0.281714910517422
"7",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,1,-4.5,-1.39425658098566,11.8159772241294,13.5,-23.5,24.3,0.4,92,0,0,40,0.000519686913389568,-0.281714910517422
"8",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,0,-13.5,-6.91394510836604,15.73259451651,9.5,-30.5,24.6,4,92,0,0,40,0.000519686913389568,-0.281714910517422
"9",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,0,-11.5,-3.89736465766463,14.582214891724,10.5,-22.5,24.4,3.5,92,0,0,40,0.000519686913389568,-0.281714910517422
"10",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,0,-10.5,-1.93988718224164,13.5465387846512,11.5,-17.5,24.3,3.1,92,0,0,40,0.000519686913389568,-0.281714910517422
"11",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,1,7.5,-0.596717446758051,12.6357035178977,12.5,-13.5,24.2,2.8,92,0,0,40,0.000519686913389568,-0.281714910517422
"12",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,1,-9.5,-1.70086178708738,11.7408476549354,9.5,-14.5,24,2.5,92,0,0,40,0.000519686913389568,-0.281714910517422
"13",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,0,-15.5,-4.80274039264708,14.692195644901,6.5,-19.5,24.4,4.9,92,0,0,40,0.000519686913389568,-0.281714910517422
"14",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,0,-14.5,-3.76590774805543,13.9436219856496,7.5,-16.5,24.2,4.7,92,0,0,40,0.000519686913389568,-0.281714910517422
"15",1,1,0.00458119884661546,-3.14081127877424,8.76210451440376,1,100,0.000519686913389568,-0.281714910517422,1,7.5,-2.94882381030119,13.2585454240051,7.5,-14.5,24.1,4.4,92,0,0,40,0.000519686913389568,-0.281714910517422
