"","participant_id","sessions","lapse","alpha","beta","id","trials","alpha_obs_power","beta_obs_power","resp","X","Estimatedthreshold","Estimatedslope","q5_threshold","q95_threshold","q5_slope","q95_slope","iter","real_effectsize_alpha","real_effectsize_beta","subjects","observed_effectsize_alpha","observed_effectsize_beta"
"1",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-0.5,5.55111512312578e-17,12.55,47.5,-48.5,24.3,0.7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"2",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,22.5,22.8055504964299,12.5494569982189,48.5,-17.5,24.3,0.7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"3",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,10.5,10.0018822962064,12.8849019252529,40.5,-26.5,24.4,0.7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"4",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,-1.5,0.99838414946872,13.0447438122841,25.5,-34.5,24.4,0.7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"5",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-13.5,-8.64171170371515,15.5047956514145,14.5,-42.5,24.5,2.9,51,0,0.4,40,0.254500086545992,-0.300002801808231
"6",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-7.5,-2.6129418763435,14.5912936864415,17.5,-26.5,24.5,2.8,51,0,0.4,40,0.254500086545992,-0.300002801808231
"7",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,5.5,0.859357729352146,13.6808171408022,19.5,-17.5,24.4,2.4,51,0,0.4,40,0.254500086545992,-0.300002801808231
"8",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,-8.5,-1.81386647047974,12.8051439692685,13.5,-19.5,24.3,2.1,51,0,0.4,40,0.254500086545992,-0.300002801808231
"9",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-15.5,-6.46656932457572,15.5206642422429,8.5,-25.5,24.5,4.7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"10",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-14.5,-4.5498765008767,14.6749409166413,9.5,-20.5,24.4,4.3,51,0,0.4,40,0.254500086545992,-0.300002801808231
"11",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,5.5,-3.18043541246414,13.9291769528293,10.5,-17.5,24.3,4,51,0,0.4,40,0.254500086545992,-0.300002801808231
"12",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,10.5,0.442027645875269,16.1380196113691,14.5,-13.5,24.5,6.3,51,0,0.4,40,0.254500086545992,-0.300002801808231
"13",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,10.5,-0.883355730974147,15.5277678615228,12.5,-14.5,24.4,5.9,51,0,0.4,40,0.254500086545992,-0.300002801808231
"14",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-12.5,-1.89171385978593,14.9645791533748,9.5,-15.5,24.4,5.6,51,0,0.4,40,0.254500086545992,-0.300002801808231
"15",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,10.5,-0.925863752306699,14.3516776108548,10.5,-12.5,24.2,5.4,51,0,0.4,40,0.254500086545992,-0.300002801808231
"16",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-12.5,-1.70249468645653,13.7647588196652,8.5,-13.5,24.1,5.2,51,0,0.4,40,0.254500086545992,-0.300002801808231
"17",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,9.5,-0.959033954766375,13.1486718334478,8.5,-11.5,23.9,4.9,51,0,0.4,40,0.254500086545992,-0.300002801808231
"18",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,-12.5,-1.60919168250875,12.5610370890183,7.5,-11.5,23.7,4.8,51,0,0.4,40,0.254500086545992,-0.300002801808231
"19",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-16.5,-4.0111160960381,15.0218371379722,5.5,-15.5,24.3,6.5,51,0,0.4,40,0.254500086545992,-0.300002801808231
"20",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-16.5,-3.37253173182087,14.4927651996933,5.5,-13.5,24.1,6.3,51,0,0.4,40,0.254500086545992,-0.300002801808231
"21",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,9.5,-2.85551505780882,14.0046436584464,6.5,-12.5,24,6.1,51,0,0.4,40,0.254500086545992,-0.300002801808231
"22",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-15.5,-3.37158051874583,13.505039939382,4.5,-12.5,23.8,5.9,51,0,0.4,40,0.254500086545992,-0.300002801808231
"23",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,8.5,-2.91677857082148,13.0259606987403,5.5,-11.5,23.6,5.8,51,0,0.4,40,0.254500086545992,-0.300002801808231
"24",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,12.5,-0.977209553376202,15.0710125540466,7.5,-10.5,24.2,7.2,51,0,0.4,40,0.254500086545992,-0.300002801808231
"25",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,12.5,-1.4443060474654,14.6331242204638,6.5,-10.5,24,7.1,51,0,0.4,40,0.254500086545992,-0.300002801808231
"26",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-15.5,-1.83843565249941,14.223869261786,5.5,-10.5,23.9,6.9,51,0,0.4,40,0.254500086545992,-0.300002801808231
"27",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,11.5,-1.45149237242512,13.8064949425142,6.5,-9.5,23.7,6.8,51,0,0.4,40,0.254500086545992,-0.300002801808231
"28",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,15.5,0.220185302398137,15.6536929766319,8.5,-8.5,24.2,8.1,51,0,0.4,40,0.254500086545992,-0.300002801808231
"29",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-14.5,-0.143538911049069,15.2884513149925,7.5,-8.5,24.1,7.9,51,0,0.4,40,0.254500086545992,-0.300002801808231
"30",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,14.5,0.219149745075471,14.9221185576005,7.5,-8.5,24,7.8,51,0,0.4,40,0.254500086545992,-0.300002801808231
"31",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-14.5,-0.120098387631893,14.5573166939501,7.5,-8.5,23.8,7.6,51,0,0.4,40,0.254500086545992,-0.300002801808231
"32",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,14.5,0.195597116615505,14.202041353571,7.5,-7.5,23.6,7.5,51,0,0.4,40,0.254500086545992,-0.300002801808231
"33",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-13.5,-0.097740313878903,13.8540450766393,6.5,-7.5,23.4,7.4,51,0,0.4,40,0.254500086545992,-0.300002801808231
"34",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,13.5,0.201949838504757,13.5088730685468,6.5,-7.5,23.2,7.2,51,0,0.4,40,0.254500086545992,-0.300002801808231
"35",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-13.5,-0.0754403719597792,13.1752022550917,6.5,-7.5,22.9,7.1,51,0,0.4,40,0.254500086545992,-0.300002801808231
"36",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,13.5,0.187330414366235,12.8532065748057,6.5,-6.5,22.5,7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"37",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-12.5,-0.0540597334239129,12.5463481572548,5.5,-6.5,22.1,6.9,51,0,0.4,40,0.254500086545992,-0.300002801808231
"38",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-11.5,0.200654305414481,12.2430880554498,5.5,-6.5,21.7,6.8,51,0,0.4,40,0.254500086545992,-0.300002801808231
"39",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,12.5,0.450037352951828,11.9567311052076,5.5,-5.5,21.3,6.7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"40",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-10.5,0.217289672640938,11.6749639204456,5.5,-5.5,20.7,6.6,51,0,0.4,40,0.254500086545992,-0.300002801808231
"41",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,12.5,0.465016957699274,11.4090591316765,5.5,-5.5,20.2,6.5,51,0,0.4,40,0.254500086545992,-0.300002801808231
"42",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,-10.5,0.260183910207748,11.1565120534176,5.5,-5.5,19.7,6.4,51,0,0.4,40,0.254500086545992,-0.300002801808231
"43",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,11.5,-0.80696763657251,12.3123926528502,4.5,-6.5,21.3,7.2,51,0,0.4,40,0.254500086545992,-0.300002801808231
"44",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-13.5,-1.01617022238947,12.0549342206267,3.5,-7.5,20.9,7.1,51,0,0.4,40,0.254500086545992,-0.300002801808231
"45",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,11.5,-0.822485135458607,11.8109950765418,4.5,-6.5,20.4,7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"46",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-12.5,-1.0105182606953,11.5780948750611,3.5,-6.5,19.9,6.9,51,0,0.4,40,0.254500086545992,-0.300002801808231
"47",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,10.5,-0.816866212755281,11.3533052461671,3.5,-6.5,19.4,6.9,51,0,0.4,40,0.254500086545992,-0.300002801808231
"48",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-12.5,-1.00652152051539,11.1379574973015,3.5,-6.5,18.9,6.8,51,0,0.4,40,0.254500086545992,-0.300002801808231
"49",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,9.5,-0.831347846555603,10.9356658779441,3.5,-6.5,18.4,6.7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"50",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-11.5,-1.02459442374358,10.737382548046,3.5,-6.5,17.9,6.6,51,0,0.4,40,0.254500086545992,-0.300002801808231
"51",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,9.5,-0.84537498708425,10.5511409734174,3.5,-5.5,17.4,6.5,51,0,0.4,40,0.254500086545992,-0.300002801808231
"52",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-11.5,0.0200985433126075,11.4301076360535,4.5,-5.5,19,7.1,51,0,0.4,40,0.254500086545992,-0.300002801808231
"53",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,12.5,0.184314400889151,11.2368131389702,4.5,-4.5,18.6,7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"54",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-11.5,0.0378872022993779,11.0527492702981,4.5,-4.5,18.1,7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"55",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,11.5,0.189118275590011,10.8774933709136,4.5,-4.5,17.7,6.9,51,0,0.4,40,0.254500086545992,-0.300002801808231
"56",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-10.5,0.0390179231715785,10.7070694195591,3.5,-4.5,17.2,6.8,51,0,0.4,40,0.254500086545992,-0.300002801808231
"57",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,10.5,0.196567247037743,10.5436705320907,3.5,-4.5,16.8,6.8,51,0,0.4,40,0.254500086545992,-0.300002801808231
"58",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-10.5,0.952699596042182,11.3111118455174,4.5,-3.5,18.3,7.2,51,0,0.4,40,0.254500086545992,-0.300002801808231
"59",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,13.5,1.09728362758452,11.1405471583642,4.5,-3.5,17.9,7.1,51,0,0.4,40,0.254500086545992,-0.300002801808231
"60",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-10.5,0.969329851504529,10.9763142911411,4.5,-3.5,17.5,7.1,51,0,0.4,40,0.254500086545992,-0.300002801808231
"61",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,12.5,1.10429848961985,10.8201307092558,4.5,-3.5,17.1,7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"62",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,0,-9.5,0.972504291455326,10.6672918353082,4.5,-3.5,16.7,7,51,0,0.4,40,0.254500086545992,-0.300002801808231
"63",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,-9.5,1.11506085177841,10.519833482555,4.5,-3.5,16.4,6.9,51,0,0.4,40,0.254500086545992,-0.300002801808231
"64",1,1,0.00435927975023445,-0.723522678690799,10.5675282449417,1,100,0.254500086545992,-0.300002801808231,1,12.5,0.43128513488382,11.2333342016655,4.5,-4.5,17.6,7.4,51,0,0.4,40,0.254500086545992,-0.300002801808231
