"","participant_id","sessions","lapse","alpha","beta","id","trials","alpha_obs_power","beta_obs_power","resp","X","Estimatedthreshold","Estimatedslope","q5_threshold","q95_threshold","q5_slope","q95_slope","iter","real_effectsize_alpha","real_effectsize_beta","subjects","observed_effectsize_alpha","observed_effectsize_beta"
"1",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,0,-0.5,5.55111512312578e-17,12.55,47.5,-48.5,24.3,0.7,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"2",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,22.5,22.8055504964299,12.5494569982189,48.5,-17.5,24.3,0.7,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"3",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,10.5,10.0018822962064,12.8849019252529,40.5,-26.5,24.4,0.7,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"4",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,-1.5,0.99838414946872,13.0447438122841,25.5,-34.5,24.4,0.7,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"5",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,0,-13.5,-8.64171170371515,15.5047956514145,14.5,-42.5,24.5,2.9,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"6",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,0,-7.5,-2.6129418763435,14.5912936864415,17.5,-26.5,24.5,2.8,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"7",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,5.5,0.859357729352146,13.6808171408022,19.5,-17.5,24.4,2.4,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"8",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,0,-8.5,-1.81386647047974,12.8051439692685,13.5,-19.5,24.3,2.1,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"9",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,5.5,0.0281931245532593,11.7300376641367,14.5,-14.5,24.1,1.8,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"10",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,-7.5,-1.54447263634489,10.6745001493176,10.5,-15.5,23.9,1.6,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"11",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,0,-13.5,-4.9487437296664,13.7660815011644,7.5,-20.5,24.3,3.6,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"12",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,0,-13.5,-3.6324510184888,12.8276761826046,8.5,-16.5,24.2,3.4,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"13",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,5.5,-2.73947606769815,12.0111180891089,8.5,-14.5,24,3.1,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"14",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,0,-12.5,-3.64322380552914,11.1594419817993,5.5,-14.5,23.7,2.9,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"15",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,4.5,-2.97816877293376,10.3717619593369,6.5,-12.5,23.4,2.7,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"16",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,3.5,-3.6731276323975,9.57332629441802,4.5,-12.5,23,2.6,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"17",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,0,-11.5,-4.22285649627908,8.88108047503356,2.5,-12.5,22.4,2.4,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"18",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,2.5,-3.71755501709101,8.16772697970945,2.5,-11.5,21.6,2.2,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"19",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,0,-10.5,-4.17274088256929,7.5738934991773,1.5,-11.5,20.8,2,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"20",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,0,-4.5,-3.77192707241849,6.99131475840127,1.5,-9.5,19.5,1.9,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"21",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,0,2.5,-2.91821035956858,6.92780250231074,2.5,-8.5,19.2,2.1,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"22",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,6.5,-1.53860034945643,8.87276100436104,4.5,-7.5,21.8,3,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
"23",1,1,0.00822890270685107,-2.65450546815503,10.2055940073081,1,100,-0.0295720360641463,-0.792843089906855,1,-9.5,-1.86933287908654,8.29487844169067,3.5,-8.5,20.9,2.9,1,0,0.4,40,-0.0295720360641463,-0.792843089906855
