"","X","prob","resp","rts","trials","real_lambda_con","real_alpha_con","real_beta_con","real_inter_con","real_betarts_con","real_sigma_con","real_shift_con","real_lambda_uncon","real_alpha_uncon","real_beta_uncon","real_inter_uncon","real_betarts_uncon","real_sigma_uncon","real_shift_uncon","id","subs","sessions","model","trials.1"
"1",-2.9295482611,0.491297577723493,1,0.7083254921828,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",1
"2",-8.862100878,0.367060197474816,0,0.661745843362747,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",2
"3",-5.01036366566,0.446977092231243,1,0.612805638466662,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",3
"4",-8.2809644863,0.378843411346431,1,0.723398617653414,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",4
"5",-29.14451,0.0773296353328856,0,0.553670736194075,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",5
"6",15.06149,0.826758739762618,1,0.665882390482628,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",6
"7",-19.39894,0.183096831076435,0,0.67409851071402,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",7
"8",-12.14907,0.303035316821007,0,0.493108903636994,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",8
"9",-7.4515,0.395857014200332,1,0.67872496013444,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",9
"10",2.60935,0.608318893585895,0,0.647114523364742,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",10
"11",3.91893,0.63498737973298,1,0.555916719965435,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",11
"12",-23.18043,0.134444196104038,0,0.527385086829433,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",12
"13",-35.3324,0.0400261643983846,1,0.4808974059324,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",13
"14",35.25172,0.977731747948278,1,0.441140505865343,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",14
"15",-7.41800008964,0.396548598580017,0,0.822098338488687,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",15
"16",27.3177,0.94451229129853,1,0.522895802810111,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",16
"17",7.83998,0.710580646688385,1,0.661486487991003,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",17
"18",-2.63439,0.497605921048891,0,0.816177639562788,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",18
"19",13.0865,0.798378727003369,1,0.62134975549747,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",19
"20",4.049236,0.637607798971352,0,0.591434378756494,20,0.00103859019438436,-2.52238588368125,18.6251559428916,-2.13848804946429,3.9513416558299,0.398032499811352,0.364381752485179,-6.17466454650447,-2.52238588368125,2.92451313700328,-2.13848804946429,1.3740551809455,-0.921221619214051,-1.00955319035735,1172.55658612697,1,1,"normal",20
"21",7.3778115461,0.287303276651693,1,0.604875218081421,20,0.00130036212257291,16.4482084959206,16.1134543095551,-2.10486663024134,2.35031874824641,0.542514282735175,0.42250585119547,-5.94936120491538,16.4482084959206,2.77965459441241,-2.10486663024134,0.854550956509792,-0.611540866291646,-0.861551983297444,-905.991846254723,2,1,"normal",1
