"","X","prob","resp","rts","trials","real_lambda_con","real_alpha_con","real_beta_con","real_inter_con","real_betarts_con","real_sigma_con","real_shift_con","real_lambda_uncon","real_alpha_uncon","real_beta_uncon","real_inter_uncon","real_betarts_uncon","real_sigma_uncon","real_shift_uncon","id","subs","sessions","model","trials.1"
"1",8.13951105339,0.508544844942025,1,0.863680568298562,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",1
"2",-5.73826404516,0.320762214787597,0,1.00228376739236,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",2
"3",0.3552882667,0.400611285742745,1,0.882392452984497,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",3
"4",-4.1933496025,0.340400926437341,0,0.817121713588475,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",4
"5",-0.1367598736,0.393952578635665,0,0.848888796382744,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",5
"6",-0.18241,0.393336354462829,1,1.01932024769378,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",6
"7",5.45339,0.470962056343272,0,0.864552237274308,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",7
"8",5.98204,0.478348746305232,0,0.894873026876728,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",8
"9",-48.71426,0.0248855806905578,0,0.896417228716491,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",9
"10",7.6050790683,0.501062748330878,1,0.826496421972995,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",10
"11",-0.81358,0.384844412593901,1,1.28974980466868,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",11
"12",2.503496085774,0.42999840573832,1,0.913759434277139,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",12
"13",-0.810941377,0.38487980133356,0,1.3332819576892,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",13
"14",-0.0881999999999996,0.394608373742789,0,1.1599118487834,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",14
"15",3.8376981423,0.448459230726514,0,0.955285746216822,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",15
"16",19.51137,0.662932354174418,0,1.03452451999037,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",16
"17",4.6175,0.459303820000581,1,0.912375915085168,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",17
"18",4.6620132385,0.459923855418725,1,0.865231192489864,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",18
"19",2.64373199549,0.431932307085837,0,0.831767297416136,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",19
"20",18.15806,0.645425218360725,1,0.814657729263428,20,0.00094846793253968,7.52917551987302,28.4391483558027,-2.25423770308987,2.74375224388806,0.382359257390426,0.710952999650818,-6.26561665987773,7.52917551987302,3.34776665919141,-2.25423770308987,1.00932641565898,-0.961394647962261,-0.341148955933776,100.662250616024,1,1,"normal",20
"21",10.20916741573,0.484382277933241,1,0.512130933682971,20,0.000609308583009234,10.6522630932012,11.3018380988701,-2.16400248501036,3.21874068846901,0.229675603652252,0.278703462516208,-6.70881917329343,10.6522630932012,2.42496537610683,-2.16400248501036,1.16899019252289,-1.47108738453917,-1.27760692076011,1245.01194398946,2,1,"normal",1
"22",-6.4376143686,0.0657798643706336,0,0.486624045095275,20,0.000609308583009234,10.6522630932012,11.3018380988701,-2.16400248501036,3.21874068846901,0.229675603652252,0.278703462516208,-6.70881917329343,10.6522630932012,2.42496537610683,-2.16400248501036,1.16899019252289,-1.47108738453917,-1.27760692076011,1245.01194398946,2,1,"normal",2
"23",0.76214201559,0.191139417393768,1,0.442932027286828,20,0.000609308583009234,10.6522630932012,11.3018380988701,-2.16400248501036,3.21874068846901,0.229675603652252,0.278703462516208,-6.70881917329343,10.6522630932012,2.42496537610683,-2.16400248501036,1.16899019252289,-1.47108738453917,-1.27760692076011,1245.01194398946,2,1,"normal",3
"24",-3.39467843462,0.107433158407019,0,0.430328976645855,20,0.000609308583009234,10.6522630932012,11.3018380988701,-2.16400248501036,3.21874068846901,0.229675603652252,0.278703462516208,-6.70881917329343,10.6522630932012,2.42496537610683,-2.16400248501036,1.16899019252289,-1.47108738453917,-1.27760692076011,1245.01194398946,2,1,"normal",4
"25",-0.63260575522,0.159434361384205,0,0.522493018584765,20,0.000609308583009234,10.6522630932012,11.3018380988701,-2.16400248501036,3.21874068846901,0.229675603652252,0.278703462516208,-6.70881917329343,10.6522630932012,2.42496537610683,-2.16400248501036,1.16899019252289,-1.47108738453917,-1.27760692076011,1245.01194398946,2,1,"normal",5
"26",1.08198372432,0.198923537627452,0,0.426940959186373,20,0.000609308583009234,10.6522630932012,11.3018380988701,-2.16400248501036,3.21874068846901,0.229675603652252,0.278703462516208,-6.70881917329343,10.6522630932012,2.42496537610683,-2.16400248501036,1.16899019252289,-1.47108738453917,-1.27760692076011,1245.01194398946,2,1,"normal",6
"27",-3.52946,0.10525447924275,0,0.44239131103667,20,0.000609308583009234,10.6522630932012,11.3018380988701,-2.16400248501036,3.21874068846901,0.229675603652252,0.278703462516208,-6.70881917329343,10.6522630932012,2.42496537610683,-2.16400248501036,1.16899019252289,-1.47108738453917,-1.27760692076011,1245.01194398946,2,1,"normal",7
"28",-3.5251,0.105324449129435,0,0.447026201574289,20,0.000609308583009234,10.6522630932012,11.3018380988701,-2.16400248501036,3.21874068846901,0.229675603652252,0.278703462516208,-6.70881917329343,10.6522630932012,2.42496537610683,-2.16400248501036,1.16899019252289,-1.47108738453917,-1.27760692076011,1245.01194398946,2,1,"normal",8
"29",-33.452,0.000656872866062585,0,0.412768850018821,20,0.000609308583009234,10.6522630932012,11.3018380988701,-2.16400248501036,3.21874068846901,0.229675603652252,0.278703462516208,-6.70881917329343,10.6522630932012,2.42496537610683,-2.16400248501036,1.16899019252289,-1.47108738453917,-1.27760692076011,1245.01194398946,2,1,"normal",9
