"","participant_id","sessions","lapse","alpha","beta","id","trials","alpha_obs_power","beta_obs_power","n","resp","X","iter","real_effectsize_alpha","real_effectsize_beta","subjects","parameter","observed_effectsize_alpha","observed_effectsize_beta"
"1",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,9.6148400538,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"2",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,11.6277129197,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"3",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,19.0448334179,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"4",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,12.498354046,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"5",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,23.21379,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"6",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,13.08638,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"7",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,19.62739,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"8",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,22.93957,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"9",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,33.71034,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"10",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,-23.7434,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"11",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,20.63407,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"12",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,19.19282,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"13",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,18.78788,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"14",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,23.68127,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"15",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,24.07583,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"16",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,21.015,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"17",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,16.8672804,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"18",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,28.979,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"19",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,24.69084,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"20",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,16.01295,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"21",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,21.4635,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"22",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,13.03392,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"23",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,22.11958,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"24",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,21.17704,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"25",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,14.36673,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"26",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,14.81015,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"27",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,21.35779,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"28",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,20.93572,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"29",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,24.78694,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"30",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,14.07386,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"31",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,13.53746,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"32",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,24.1902,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"33",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,21.50576,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"34",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,18.26678,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"35",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,21.3379,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"36",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,17.36019,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"37",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,20.85419,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"38",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,13.62815,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"39",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,14.78003,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"40",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,15.83238,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"41",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,20.91449,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"42",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,15.88728,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"43",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,13.99898,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"44",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,20.63935,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"45",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,15.74146,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"46",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,14.92332,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"47",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,12.72134,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"48",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,14.72573,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"49",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,0,14.90366,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"50",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,13.84577,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"51",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,26.78152,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
"52",1,1,0.00608816255993681,16.5683812610378,6.85578590013983,1,100,-0.00522160831750901,-0.776587486018897,1,1,22.24068,18,0.2,0.6,40,"both",-0.00522160831750901,-0.776587486018897
