"","participant_id","sessions","lapse","alpha","beta","id","trials","alpha_obs_power","beta_obs_power","n","resp","X","iter","real_effectsize_alpha","real_effectsize_beta","subjects","parameter","observed_effectsize_alpha","observed_effectsize_beta"
"1",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,-8.1911924716,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"2",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-12.2523364665,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"3",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,-1.721335616789,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"4",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,-8.5194035792,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"5",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-32.68624,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"6",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,1.6343,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"7",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-28.55133,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"8",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,47.2869,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"9",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-42.1495,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"10",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,-5.208963948,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"11",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-9.64451049555,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"12",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-7.192465981,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"13",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-20.77964,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"14",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-0.4259962411,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"15",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,2.4093779896,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"16",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-1.04008455902,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"17",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-30.8639,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"18",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,0.785871812,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"19",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,3.3360122419,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"20",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,6.4722936465,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"21",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-28.137381,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"22",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,29.6832,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"23",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,38.3855,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"24",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-18.44003,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"25",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-17.25481,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"26",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,-12.59922,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"27",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,-8.49085,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"28",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,34.51421,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"29",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,-11.3928,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"30",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-23.41994,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"31",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,10.037708,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"32",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,2.7524,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"33",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,5.32608,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"34",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-19.91996,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"35",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,0,-16.05354,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"36",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,34.60981,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
"37",1,1,0.00406300439005984,-4.80962746736847,9.05880828749159,1,100,0.199239113340142,-0.796494988789739,1,1,11.69227,96,0.2,0.6,40,"both",0.199239113340142,-0.796494988789739
