"","X","prob","resp","trials","real_lambda_con","real_alpha_con","real_beta_con","real_lambda_uncon","real_alpha_uncon","real_beta_uncon","id","subs","model","simulated_alpha","simulated_beta","simulated_lapse"
"1",-7.6046308256,0.801307536867794,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"2",-13.2399047892,0.112238260728639,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"3",-3.4358806694,0.937122207456409,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"4",-10.2307002798,0.432613178493568,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"5",-14.17708,0.0812576007122015,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"6",-11.54508,0.248331854644792,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"7",-48.9598,0.061329525657556,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"8",-12.15094,0.185600855066487,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"9",-6.17325,0.896513512267117,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"10",-9.69599758,0.517874329277568,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"11",-0.4575,0.938662317377257,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"12",-15.93601,0.0635297278188099,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"13",-12.0215,0.197638069521532,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"14",-5.76856,0.910416874070839,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"15",-5.41068,0.919328490720816,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"16",-5.2011,0.923347867872735,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"17",-14.12402,0.0824351383983854,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"18",-14.02501,0.0847888989748849,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"19",-12.48646,0.15782833108601,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"20",-9.04627,0.619580131138408,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"21",-15.07143,0.0683242952958425,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"22",-10.99228,0.319055376848834,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"23",-6.59348,0.876766456501356,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"24",-5.33589,0.920854630172513,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"25",-8.36305,0.715672124399385,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"26",-10.67241,0.364941953269673,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"27",-10.87776,0.335117384841493,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"28",-13.52484,0.100261848410649,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"29",-7.64908,0.796980475873604,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"30",-3.58695,0.936742033425022,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"31",-11.97611,0.202035508683983,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"32",-20.13676,0.0613305133283444,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"33",-9.05955,0.617575235474701,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"34",-11.52134,0.251116309247007,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"35",-11.51184,0.252237249282039,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"36",-6.66211,0.872955264389258,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"37",-4.86029,0.92836207598975,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"38",-7.01837,0.850248709444419,0,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"39",-4.88325,0.928075832240344,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
"40",-4.93263,0.927436775556124,1,100,0.061329525657556,-9.8075803685375,2.18402205430604,-1.96748711794799,-9.8075803685375,0.781168155957149,2544.51514111936,1,"normal",-5,1.5,-2.5
