"","session","alpha","beta","betart","lapse","intercept","sigma","ndt","participant_id","sessions","trials","alpha_obs_power","beta_obs_power","n","rts","resp","X","iter","real_effectsize_alpha","real_effectsize_beta","subjects","parameter","observed_effectsize_alpha","observed_effectsize_beta"
"1","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,2.3332365235848,1,-11.3981899242,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"2","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,1.64149669698801,1,-11.32523404339,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"3","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,2.81760508481319,0,-17.514760079,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"4","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,3.27628674774542,0,-10.2183556055,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"5","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,4.61056744606641,1,-5.4453,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"6","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,2.27477964622319,0,-12.4750737476,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"7","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,2.19916259583161,0,-12.63118,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"8","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,3.98190085918129,0,-5.3944301342,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"9","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,3.65217531227727,0,-1.175979885,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"10","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,1.8632443510986,1,32.05126,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"11","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,3.15368783491793,1,-0.268370000000001,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"12","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,2.55449856206587,0,-0.7634406239,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"13","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,5.2424206499773,0,3.7964758,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
"14","session1",0.852863196211819,13.282776859883,3.56743315771428,5.73905194526041e-05,0.435350807147295,0.366370349439294,0.325940723153727,1,1,40,0.275978804074197,-1.11077478175072,1,1.45922919359797,0,-31.10862,7204,0,0,8,"both",0.275978804074197,-1.11077478175072
