"0","test = together(data_list[[1]])
"
"2",""
"2"," "
"2","Progress: ────────────────────────────────────────                                                                                                 100%"
"2",""
"2"," "
"2","Progress: ────────────────────────────────────────                                                                                                 100%"
"2",""
"2"," "
"2","Progress: ────────────────────────────────────────                                                                                                 100%"
"2",""
"2"," "
"2","Progress: ────────────────────────────────────────                                                                                                 100%"
"2",""
"2"," "
"2","Progress: ────────────────────────────────────────                                                                                                 100%"
"2",""
"2"," "
"2","Progress: ────────────────────────────────────────                                                                                                 100%"
"2",""
"2"," "
"2","Progress: ────────────────────────────────────────                                                                                                 100%"
"2",""
"2"," "
"2","Progress: ────────────────────────────────────────                                                                                                 100%"
"2",""
"2"," "
"2","Progress: ────────────────────────────────────────                                                                                                 100%"
"2",""
"2"," "
"2","Progress: ────────────────────────────────────────                                                                                                 100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
"2",""
"2"," "
"2","Progress: ──────────────────────────────────────────────────────                                                                                   100%"
