"","session","alpha","beta","betart","lapse","intercept","sigma","ndt","participant_id","sessions","trials","alpha_obs_power","beta_obs_power","n","rts","resp","X","iter","real_effectsize_alpha","real_effectsize_beta","subjects","parameter","observed_effectsize_alpha","observed_effectsize_beta"
"1","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,2.20979627659876,0,-9.1000710725,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"2","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,2.61116840181911,1,5.6158969362,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"3","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,1.84863401250167,1,-2.51058180058,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"4","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,4.11817963426151,0,-4.4856114627,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"5","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,2.65105274061529,0,0.0665200000000001,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"6","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,8,1,3.56954,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"7","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,6.35262670914746,0,5.26996,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"8","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,1.89734782265534,0,-14.07288,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"9","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,3.6408729431208,1,5.1939,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"10","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,4.1074360908715,1,2.3099598914,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"11","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,1.75890860142993,0,-26.8132,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"12","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,2.74937436990284,0,-29.54601,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"13","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,5.2477766236427,1,0.63681148944,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"14","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,3.53414729265726,0,-13.94388,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"15","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,2.31115702055599,0,-10.84982,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"16","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,4.44063670675167,0,-8.94375,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
"17","session1",1.54264850762462,17.4665618101448,2.42544345779472,0.00050362972465625,0.38848807196602,0.485846085596837,0.497124089722077,1,1,100,-0.0233498156883296,-1.19002409403137,1,3.43188079212655,1,3.69714,1653,0.4,1,20,"both",-0.0233498156883296,-1.19002409403137
