"","X","prob","resp","trials","real_lambda_con","real_alpha_con","real_beta_con","real_lambda_uncon","real_alpha_uncon","real_beta_uncon","id","subs","sessions","model","trials.1"
"1",-7.2015349651,0.478528088949623,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",1
"2",-12.2744627179,0.410745900925911,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",2
"3",-1.67788348317,0.552995265697657,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",3
"4",-0.03300980121,0.574925428327157,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",4
"5",-2.3091462412,0.544530822196089,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",5
"6",1.237482456313,0.591706712882711,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",6
"7",-2.37137,0.543695291969267,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",7
"8",3.67157,0.623355576307097,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",8
"9",5.48846,0.64644991414536,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",9
"10",2.15226422865,0.603685646056512,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",10
"11",3.30555232073,0.618644615608911,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",11
"12",-0.5001,0.568718967042826,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",12
"13",-8.116377,0.46619717056042,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",13
"14",-2.0787869972,0.547622262762689,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",14
"15",-4.6958,0.512374212033493,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",15
"16",-45.0247,0.0932214268202908,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",16
"17",-12.25149,0.411048357512815,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",17
"18",-5.2055595739,0.505487933219134,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",18
"19",-7.8042766834,0.470400768916623,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",19
"20",-4.737616501,0.511809431769684,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",20
"21",-4.2210235769,0.518784554801291,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",21
"22",-4.47134870662,0.51540522355039,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",22
"23",-5.9117129766,0.495946273174703,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",23
"24",-5.74795818744,0.498158947541919,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",24
"25",-7.1789523254,0.478832790906023,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",25
"26",-8.679022665,0.458629112084133,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",26
"27",-25.29456,0.252904034353172,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",27
"28",-31.8969,0.18754269829288,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",28
"29",-6.64728519192,0.486009708544237,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",29
"30",-3.6634400136,0.526306472367423,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",30
"31",-7.0358831497,0.480763474671021,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",31
"32",-26.60937,0.23897124109928,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",32
"33",1.82100000000001,0.599358711417516,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",33
"34",-6.23631879,0.491560605356852,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",34
"35",-8.17546,0.465401816777699,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",35
"36",22.36304,0.827273533807039,0,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",36
"37",-2.91237034436,0.536422894543533,1,80,0.0058977961301604,-5.61170974703693,29.1756573905439,-4.42816364234552,-5.61170974703693,3.37333471058522,-428.457331518912,1,1,"normal",37
