"","participant_id","sessions","lapse","alpha","beta","id","trials","alpha_obs_power","beta_obs_power","n","resp","X","iter","real_effectsize_alpha","real_effectsize_beta","subjects","parameter","observed_effectsize_alpha","observed_effectsize_beta"
"1",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,8.7937638972,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"2",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,-6.6242727791,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"3",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-14.75516843796,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"4",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-8.3241501008,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"5",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-11.49034,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"6",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-39.3947,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"7",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-20.42665,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"8",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-10.58812,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"9",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-10.39335,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"10",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-19.67324,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"11",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-18.46458,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"12",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,3.77915,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"13",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-3.45097,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"14",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-10.56514,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"15",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-5.72379,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"16",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,1.1517,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"17",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-0.95611,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"18",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,8.52702,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"19",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,3.42663,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"20",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,6.82904,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"21",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,11.21922,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"22",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,4.45859,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"23",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,1.96852,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"24",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,6.87304,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"25",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-3.945735,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"26",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-9.4337,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"27",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,29.4961,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"28",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,7.789421,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"29",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,9.48754,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"30",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-4.11654,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"31",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,3.0277,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"32",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-0.34949,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"33",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-4.21671,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"34",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-3.44123,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"35",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,1.86373,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"36",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,6.07609,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"37",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,15.60414,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"38",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,15.15583,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"39",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,18.92601,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"40",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,1.19347,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"41",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,-4.84372,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"42",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,15.75562,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"43",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,6.27299,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"44",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,-6.34274,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"45",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,15.37098,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"46",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-9.3246,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"47",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,16.80785,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"48",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,16.8891,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"49",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,0.0126999999999988,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"50",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,10.53484,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"51",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-1.41131,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"52",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,0,-7.08597,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"53",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,14.09172,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"54",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,13.69339,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"55",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,17.522,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"56",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,-2.72051,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"57",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,-4.64691,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"58",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,20.28256,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
"59",1,1,0.00313389579268816,1.96209773176205,9.96156603518977,1,100,0.316676507263642,-0.383419111736898,1,1,15.13274,1,0.5,1,10,"both",0.316676507263642,-0.383419111736898
