"","X","prob","resp","trials","real_lambda_con","real_alpha_con","real_beta_con","real_lambda_uncon","real_alpha_uncon","real_beta_uncon","id","subs","sessions","model","trials.1"
"1",10.899652489,0.953564529325563,1,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",1
"2",-6.085401309,0.0382670631643534,0,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",2
"3",2.5981221129,0.278545103857646,0,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",3
"4",5.70421615502,0.671672211569819,1,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",4
"5",-2.71804,0.0428779390153585,0,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",5
"6",16.29197,0.961794674099453,1,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",6
"7",5.2066,0.610191382503898,1,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",7
"8",7.30958,0.829651263618019,0,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",8
"9",12.01032,0.959228172152563,1,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",9
"10",11.34829,0.956560349983427,1,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",10
"11",-0.42782,0.0759688412050472,0,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",11
"12",9.58079,0.934699693764942,1,140,0.0381982885877934,4.36956774030735,2.75649240546244,-2.49234488963101,4.36956774030735,1.01395900390593,1171.03885997491,1,1,"normal",12
