"","X","prob","resp","trials","real_lambda_con","real_alpha_con","real_beta_con","real_lambda_uncon","real_alpha_uncon","real_beta_uncon","id","subs","sessions","model","trials.1"
"1",5.93048020797,0.135580278311384,1,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",1
"2",-5.10045382,0.0456843684089168,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",2
"3",2.2315152821,0.058324644702703,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",3
"4",5.02611361475,0.105156062484191,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",4
"5",9.8130781515,0.382225929250703,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",5
"6",19.19536,0.932720747173643,1,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",6
"7",-1.3866,0.0465643012844756,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",7
"8",8.61031,0.286703597641685,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",8
"9",-10.113,0.0456563285880985,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",9
"10",14.91246483,0.793228260843712,1,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",10
"11",12.57764,0.624464475685609,1,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",11
"12",12.82224,0.644784715936237,1,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",12
"13",2.49913,0.060615765560195,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",13
"14",-21.9796,0.0456562558859263,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",14
"15",9.84386,0.38483232181853,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",15
"16",4.29935,0.0870653583980272,1,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",16
"17",28.857,0.954337879060078,1,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",17
"18",-1.42422,0.0465363604908563,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",18
"19",2.7817,0.0634111127181032,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",19
"20",6.87042,0.17787761899869,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",20
"21",19.31156,0.934138816787337,1,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",21
"22",5.97516,0.137334960300067,1,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",22
"23",14.75679,0.784008011123342,1,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",23
"24",-4.762,0.0456961304959613,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",24
"25",6.87389,0.178055198940371,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",25
"26",14.61584,0.77538446350175,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",26
"27",-7.5009,0.0456582031091457,0,80,0.0456562558859262,11.1556719235132,4.0584068490022,-2.29771341930765,11.1556719235132,1.40079049488034,-1019.53509427672,1,1,"normal",27
